chunk_id,parent_doc_id,chunk_index,question,answer,intent_category,subcategory,product_name,product_code,sku,confidence,source_reference,notes,source_document,source_section,page_number,document_type,tags,keywords,categories
dayjoy_master_intent_dataset_1094,dayjoy_master_intent_dataset,1094,How much is in one pack of Dayjoy Business Planner Book (Hindi)?,The pack size is Hindi.,informational,pack_size,Dayjoy Business Planner Book (Hindi),DJP1162,DJ-PRO-0163,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of dayjoy,informational
dayjoy_master_intent_dataset_1095,dayjoy_master_intent_dataset,1095,Which product is good for Sensory Impairment?,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for sensory impairment,recommendation
dayjoy_master_intent_dataset_1096,dayjoy_master_intent_dataset,1096,What is the MRP of Gas-O-Free (500ml)?,The MRP is ₹1399.0.,pricing,mrp,Gas-O-Free (500ml),DJP1082,DJ-HEA-0083,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;mrp,what is the mrp of gas o free,pricing
dayjoy_master_intent_dataset_1097,dayjoy_master_intent_dataset,1097,Which product is good for Trouble in Exercising Judgment?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for trouble in exercising,recommendation
dayjoy_master_intent_dataset_1098,dayjoy_master_intent_dataset,1098,"I have Fatigue, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Fatigue. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have fatigue what should i take,health-condition
dayjoy_master_intent_dataset_1099,dayjoy_master_intent_dataset,1099,"I have Night Blindness, what should I take?","Dayjoy suggests EYE ELIXIR DROPS for Night Blindness. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have night blindness what should i take,health-condition
dayjoy_master_intent_dataset_1100,dayjoy_master_intent_dataset,1100,Tell me about Seabuckthron Massage Gel (30g),This is a premium product under Wild Muse.,informational,product_discovery,Seabuckthron Massage Gel (30g),DJP1048,DJ-PER-0049,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about seabuckthron massage gel 30g,informational
dayjoy_master_intent_dataset_1101,dayjoy_master_intent_dataset,1101,Can I run Facebook ads for Dayjoy?,Paid internet advertising like Facebook ads cannot use the company logo/trademark. Links must direct to your personal ID website.,compliance,policy,,,,high,FSSAI / Social Media Policy / Income Disclaimer,,Dayjoy_Master_Intent_Dataset.csv,compliance,,intent_dataset,compliance;policy,can i run facebook ads for dayjoy,compliance
dayjoy_master_intent_dataset_1102,dayjoy_master_intent_dataset,1102,Which product is good for Eye Cancer & Tumors?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for eye cancer tumors,recommendation
dayjoy_master_intent_dataset_1103,dayjoy_master_intent_dataset,1103,Tell me about Vital Protein Powder (300gm),This is a premium product under Curind.,informational,product_discovery,Vital Protein Powder (300gm),DJP1107,DJ-HEA-0108,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about vital protein powder 300gm,informational
dayjoy_master_intent_dataset_1104,dayjoy_master_intent_dataset,1104,How much is in one pack of Sunscreen SPF 50+ (50gm)?,The pack size is 50gm.,informational,pack_size,Sunscreen SPF 50+ (50gm),DJP1059,DJ-SKI-0060,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of sunscreen,informational
dayjoy_master_intent_dataset_1105,dayjoy_master_intent_dataset,1105,Is N-astheal (60 Tab) a food product?,It is categorized under HEALTH CARE.,informational,product_category,N-astheal (60 Tab),DJP1097,DJ-HEA-0098,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_category,is n astheal 60 tab a food product,informational
dayjoy_master_intent_dataset_1106,dayjoy_master_intent_dataset,1106,What is Quick 6 Pain Relief Gel (30g)?,Quick 6 Pain Relief Gel (30g) is a HEALTH CARE product by Dayjoy.,informational,product_info,Quick 6 Pain Relief Gel (30g),DJP1101,DJ-HEA-0102,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_info,what is quick 6 pain relief gel 30g,informational
dayjoy_master_intent_dataset_1107,dayjoy_master_intent_dataset,1107,Who leads R&D at Dayjoy?,R&D is guided by Dr. Ram Pal Somani and Mr. Yogendra Kumar Choudhary.,company,info,,,,high,Dayjoy Brochure,,Dayjoy_Master_Intent_Dataset.csv,company,,intent_dataset,company;info,who leads r d at dayjoy,company
dayjoy_master_intent_dataset_1108,dayjoy_master_intent_dataset,1108,"I have Running Nose, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Running Nose. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have running nose what should i take,health-condition
dayjoy_master_intent_dataset_1109,dayjoy_master_intent_dataset,1109,Tell me about Adilipo (120 Tab),This is a premium product under Curind.,informational,product_discovery,Adilipo (120 Tab),DJP1070,DJ-HEA-0071,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about adilipo 120 tab,informational
dayjoy_master_intent_dataset_1110,dayjoy_master_intent_dataset,1110,"I have Slow Healing of Wound, what should I take?","Dayjoy suggests HIENERGY TABLETS for Slow Healing of Wound. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have slow healing of wound what should,health-condition
dayjoy_master_intent_dataset_1111,dayjoy_master_intent_dataset,1111,Do I need to maintain inventory?,No large investments in inventory or stock management are required.,business,joining,,,,high,Dayjoy Brochure / Loyalty Program,,Dayjoy_Master_Intent_Dataset.csv,business,,intent_dataset,business;joining,do i need to maintain inventory,business
dayjoy_master_intent_dataset_1112,dayjoy_master_intent_dataset,1112,How much is in one pack of Shilajit Gummies (60 Gummies)?,The pack size is 60 Gummies.,informational,pack_size,Shilajit Gummies (60 Gummies),DJP1112,DJ-HEA-0113,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of shilajit,informational
dayjoy_master_intent_dataset_1113,dayjoy_master_intent_dataset,1113,What is the Loyalty Offer?,Distributors buying Rs. 2500+ from 2nd-15th for 4 months get free products in the 5th month.,business,joining,,,,high,Dayjoy Brochure / Loyalty Program,,Dayjoy_Master_Intent_Dataset.csv,business,,intent_dataset,business;joining,what is the loyalty offer,business
dayjoy_master_intent_dataset_1114,dayjoy_master_intent_dataset,1114,"I have Fatigue, what should I take?","Dayjoy suggests MULTI VITAMINS TABLETS for Fatigue. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have fatigue what should i take,health-condition
dayjoy_master_intent_dataset_1115,dayjoy_master_intent_dataset,1115,Tell me about Advanced Calcium Tablets,This is a premium product under Curind.,informational,product_discovery,Advanced Calcium Tablets,DJP1077,DJ-HEA-0078,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about advanced calcium tablets,informational
dayjoy_master_intent_dataset_1116,dayjoy_master_intent_dataset,1116,DP of DJP1002,The Distributor Price (DP) is ₹90.0.,pricing,dp,Chicken Masala (100g),DJP1002,DJ-FOO-0003,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;dp,dp of djp1002,pricing
dayjoy_master_intent_dataset_1117,dayjoy_master_intent_dataset,1117,Are Kesham (100ml) and Haldi Powder (500g) the same?,"No, Kesham (100ml) is in PERSONAL CARE while Haldi Powder (500g) is in FOOD PRODUCTS.",comparison,category_difference,,,,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,comparison,,intent_dataset,comparison;category_difference,are kesham 100ml and haldi powder 500g the,comparison
dayjoy_master_intent_dataset_1118,dayjoy_master_intent_dataset,1118,How much BV for HerboSmile Herbal Toothpaste (100g)?,The Business Volume (BV) is 20.0.,pricing,bv,HerboSmile Herbal Toothpaste (100g),DJP1033,DJ-PER-0034,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;bv,how much bv for herbosmile herbal toothpaste 100g,pricing
dayjoy_master_intent_dataset_1119,dayjoy_master_intent_dataset,1119,Does Dayjoy have GMP?,"Yes, Dayjoy operates under strict WHO-GMP compliance with a valid Certificate of GMP.",compliance,policy,,,,high,FSSAI / Social Media Policy / Income Disclaimer,,Dayjoy_Master_Intent_Dataset.csv,compliance,,intent_dataset,compliance;policy,does dayjoy have gmp,compliance
dayjoy_master_intent_dataset_1120,dayjoy_master_intent_dataset,1120,Which product is good for Blurred Vision?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for blurred vision,recommendation
dayjoy_master_intent_dataset_1121,dayjoy_master_intent_dataset,1121,"I have Stress, what should I take?","Dayjoy suggests ADICARDIAL TABLET for Stress. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have stress what should i take,health-condition
dayjoy_master_intent_dataset_1122,dayjoy_master_intent_dataset,1122,How much BV for Haldi Powder (500g)?,The Business Volume (BV) is 28.0.,pricing,bv,Haldi Powder (500g),DJP1011,DJ-FOO-0012,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;bv,how much bv for haldi powder 500g,pricing
dayjoy_master_intent_dataset_1123,dayjoy_master_intent_dataset,1123,Are Dayjoy Car Sticker and Liv-Ease (200ml) the same?,"No, Dayjoy Car Sticker is in PROMOTION TOOLS while Liv-Ease (200ml) is in HEALTH CARE.",comparison,category_difference,,,,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,comparison,,intent_dataset,comparison;category_difference,are dayjoy car sticker and liv ease 200ml,comparison
dayjoy_master_intent_dataset_1124,dayjoy_master_intent_dataset,1124,How much is in one pack of Adicardial Syrup (500ml)?,The pack size is 500ml.,informational,pack_size,Adicardial Syrup (500ml),DJP1067,DJ-HEA-0068,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of adicardial,informational
dayjoy_master_intent_dataset_1125,dayjoy_master_intent_dataset,1125,Do you have Dayjoy Pin?,"Yes, Dayjoy Pin is available. Code: DJP1152",transactional,availability,Dayjoy Pin,DJP1152,DJ-PRO-0153,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,transactional,,intent_dataset,transactional;availability,do you have dayjoy pin,transactional
dayjoy_master_intent_dataset_1126,dayjoy_master_intent_dataset,1126,"I have Red Eyes, what should I take?","Dayjoy suggests EYE ELIXIR DROPS for Red Eyes. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have red eyes what should i take,health-condition
dayjoy_master_intent_dataset_1127,dayjoy_master_intent_dataset,1127,Is Shilajit Gummies (60 Gummies) a food product?,It is categorized under HEALTH CARE.,informational,product_category,Shilajit Gummies (60 Gummies),DJP1112,DJ-HEA-0113,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_category,is shilajit gummies 60 gummies a food product,informational
dayjoy_master_intent_dataset_1128,dayjoy_master_intent_dataset,1128,Are Perfect-Ion Testing Solutions and Liv-Ease (500ml) the same?,"No, Perfect-Ion Testing Solutions is in AQUA ESSENTIALS while Liv-Ease (500ml) is in HEALTH CARE.",comparison,category_difference,,,,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,comparison,,intent_dataset,comparison;category_difference,are perfect ion testing solutions and liv ease,comparison
dayjoy_master_intent_dataset_1129,dayjoy_master_intent_dataset,1129,How much BV for Dayjoy Necktie?,The Business Volume (BV) is 50.0.,pricing,bv,Dayjoy Necktie,DJP1121,DJ-CLO-0122,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;bv,how much bv for dayjoy necktie,pricing
dayjoy_master_intent_dataset_1130,dayjoy_master_intent_dataset,1130,Does Dayjoy have GMP?,"Yes, Dayjoy operates under strict WHO-GMP compliance with a valid Certificate of GMP.",compliance,policy,,,,high,FSSAI / Social Media Policy / Income Disclaimer,,Dayjoy_Master_Intent_Dataset.csv,compliance,,intent_dataset,compliance;policy,does dayjoy have gmp,compliance
dayjoy_master_intent_dataset_1131,dayjoy_master_intent_dataset,1131,Are Dayjoy Car Sticker and Seabuckthron Juice (1 Ltr.) the same?,"No, Dayjoy Car Sticker is in PROMOTION TOOLS while Seabuckthron Juice (1 Ltr.) is in HEALTH CARE.",comparison,category_difference,,,,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,comparison,,intent_dataset,comparison;category_difference,are dayjoy car sticker and seabuckthron juice 1,comparison
dayjoy_master_intent_dataset_1132,dayjoy_master_intent_dataset,1132,Tell me about Premium Suit Length (Black),This is a premium product under Domatti.,informational,product_discovery,Premium Suit Length (Black),DJP1119,DJ-CLO-0120,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about premium suit length black,informational
dayjoy_master_intent_dataset_1133,dayjoy_master_intent_dataset,1133,What is the MRP of Hi-Energy (60 Tab)?,The MRP is ₹1199.0.,pricing,mrp,Hi-Energy (60 Tab),DJP1090,DJ-HEA-0091,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;mrp,what is the mrp of hi energy 60,pricing
