conversation_id,turn_id,role,message,channel,scenario,category,subcategory,locale,sentiment,status,priority,source,message_clean,memory_type,tags,keywords,confidence,source_reference,notes
conv_1,1,customer,What is Multivitamins Tablets?,chat,support_ticket,informational,product_info,en-IN,neutral,open,medium,intent_dataset,What is Multivitamins Tablets?,ticket_memory,informational;product_info,what is multivitamins tablets,high,intent_dataset,synthetic or source-backed conversation example
conv_105,1,customer,Which product is good for Skin Sensitivity?,chat,support_ticket,recommendation,health_need,en-IN,neutral,open,medium,intent_dataset,Which product is good for Skin Sensitivity?,ticket_memory,recommendation;health_need,which product is good for skin sensitivity,high,intent_dataset,synthetic or source-backed conversation example
conv_105,2,agent,"Based on Dayjoy recommendations, you may consider AMPLE MEAL. Consult a physician for medical advice.",chat,support_ticket,recommendation,health_need,en-IN,positive,resolved,medium,intent_dataset,"Based on Dayjoy recommendations, you may consider AMPLE MEAL. Consult a physician for medical advice.",ticket_memory,recommendation;health_need,based on dayjoy recommendations you may consider ample,high,intent_dataset,synthetic or source-backed conversation example
conv_106,1,customer,Is New Dayjoy Product Brochure (Telugu) a food product?,chat,support_ticket,informational,product_category,en-IN,neutral,open,medium,intent_dataset,Is New Dayjoy Product Brochure (Telugu) a food product?,ticket_memory,informational;product_category,is new dayjoy product brochure telugu a food,high,intent_dataset,synthetic or source-backed conversation example
conv_106,2,agent,It is categorized under PROMOTION TOOLS.,chat,support_ticket,informational,product_category,en-IN,positive,resolved,medium,intent_dataset,It is categorized under PROMOTION TOOLS.,ticket_memory,informational;product_category,it is categorized under promotion tools,high,intent_dataset,synthetic or source-backed conversation example
conv_107,1,customer,How much is in one pack of Bio-Germanium & Magnetic Mattress (Pack of 2)?,chat,support_ticket,informational,pack_size,en-IN,neutral,open,medium,intent_dataset,How much is in one pack of Bio-Germanium & Magnetic Mattress (Pack of 2)?,ticket_memory,informational;pack_size,how much is in one pack of bio,high,intent_dataset,synthetic or source-backed conversation example
conv_107,2,agent,The pack size is Pack of 2.,chat,support_ticket,informational,pack_size,en-IN,positive,resolved,medium,intent_dataset,The pack size is Pack of 2.,ticket_memory,informational;pack_size,the pack size is pack of 2,high,intent_dataset,synthetic or source-backed conversation example
conv_108,1,customer,Which product is good for Dizziness or Light Headedness?,chat,support_ticket,recommendation,health_need,en-IN,neutral,open,medium,intent_dataset,Which product is good for Dizziness or Light Headedness?,ticket_memory,recommendation;health_need,which product is good for dizziness or light,high,intent_dataset,synthetic or source-backed conversation example
conv_108,2,agent,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",chat,support_ticket,recommendation,health_need,en-IN,positive,resolved,medium,intent_dataset,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",ticket_memory,recommendation;health_need,based on dayjoy recommendations you may consider multi,high,intent_dataset,synthetic or source-backed conversation example
conv_109,1,customer,What is Ecofriendly Toothbrush (Pack of 2)?,chat,support_ticket,informational,product_info,en-IN,neutral,open,medium,intent_dataset,What is Ecofriendly Toothbrush (Pack of 2)?,ticket_memory,informational;product_info,what is ecofriendly toothbrush pack of 2,high,intent_dataset,synthetic or source-backed conversation example
conv_109,2,agent,Ecofriendly Toothbrush (Pack of 2) is a PERSONAL CARE product by Dayjoy.,chat,support_ticket,informational,product_info,en-IN,positive,resolved,medium,intent_dataset,Ecofriendly Toothbrush (Pack of 2) is a PERSONAL CARE product by Dayjoy.,ticket_memory,informational;product_info,ecofriendly toothbrush pack of 2 is a personal,high,intent_dataset,synthetic or source-backed conversation example
conv_110,1,customer,Do you have Astheal Cough Syrup (100ml)?,chat,support_ticket,transactional,availability,en-IN,neutral,open,medium,intent_dataset,Do you have Astheal Cough Syrup (100ml)?,ticket_memory,transactional;availability,do you have astheal cough syrup 100ml,high,intent_dataset,synthetic or source-backed conversation example
conv_110,2,agent,"Yes, Astheal Cough Syrup (100ml) is available. Code: DJP1074",chat,support_ticket,transactional,availability,en-IN,positive,resolved,medium,intent_dataset,"Yes, Astheal Cough Syrup (100ml) is available. Code: DJP1074",ticket_memory,transactional;availability,yes astheal cough syrup 100ml is available code,high,intent_dataset,synthetic or source-backed conversation example
conv_111,1,customer,Which product is good for Extreme Hunger?,chat,support_ticket,recommendation,health_need,en-IN,neutral,open,medium,intent_dataset,Which product is good for Extreme Hunger?,ticket_memory,recommendation;health_need,which product is good for extreme hunger,high,intent_dataset,synthetic or source-backed conversation example
conv_111,2,agent,"Based on Dayjoy recommendations, you may consider DIBEAT TABLETS. Consult a physician for medical advice.",chat,support_ticket,recommendation,health_need,en-IN,positive,resolved,medium,intent_dataset,"Based on Dayjoy recommendations, you may consider DIBEAT TABLETS. Consult a physician for medical advice.",ticket_memory,recommendation;health_need,based on dayjoy recommendations you may consider dibeat,high,intent_dataset,synthetic or source-backed conversation example
conv_112,1,customer,How much is in one pack of AgeX Anti-Ageing Night Cream (50gm)?,chat,support_ticket,informational,pack_size,en-IN,neutral,open,medium,intent_dataset,How much is in one pack of AgeX Anti-Ageing Night Cream (50gm)?,ticket_memory,informational;pack_size,how much is in one pack of agex,high,intent_dataset,synthetic or source-backed conversation example
conv_112,2,agent,The pack size is 50gm.,chat,support_ticket,informational,pack_size,en-IN,positive,resolved,medium,intent_dataset,The pack size is 50gm.,ticket_memory,informational;pack_size,the pack size is 50gm,high,intent_dataset,synthetic or source-backed conversation example
conv_113,1,customer,How much BV for Mirchi Powder (500g)?,chat,support_ticket,pricing,bv,en-IN,neutral,open,medium,intent_dataset,How much BV for Mirchi Powder (500g)?,ticket_memory,pricing;bv,how much bv for mirchi powder 500g,high,intent_dataset,synthetic or source-backed conversation example
conv_113,2,agent,The Business Volume (BV) is 50.0.,chat,support_ticket,pricing,bv,en-IN,positive,resolved,medium,intent_dataset,The Business Volume (BV) is 50.0.,ticket_memory,pricing;bv,the business volume bv is 50 0,high,intent_dataset,synthetic or source-backed conversation example
conv_114,1,customer,What if my product arrives damaged?,chat,support_ticket,policy,shipping_refund,en-IN,neutral,open,medium,intent_dataset,What if my product arrives damaged?,ticket_memory,policy;shipping_refund,what if my product arrives damaged,high,intent_dataset,synthetic or source-backed conversation example
conv_114,2,agent,Notify Dayjoy within 24 hours of receipt of the shipment.,chat,support_ticket,policy,shipping_refund,en-IN,positive,resolved,medium,intent_dataset,Notify Dayjoy within 24 hours of receipt of the shipment.,ticket_memory,policy;shipping_refund,notify dayjoy within 24 hours of receipt of,high,intent_dataset,synthetic or source-backed conversation example
conv_115,1,customer,Is Dayjoy Car Sticker a food product?,chat,support_ticket,informational,product_category,en-IN,neutral,open,medium,intent_dataset,Is Dayjoy Car Sticker a food product?,ticket_memory,informational;product_category,is dayjoy car sticker a food product,high,intent_dataset,synthetic or source-backed conversation example
conv_115,2,agent,It is categorized under PROMOTION TOOLS.,chat,support_ticket,informational,product_category,en-IN,positive,resolved,medium,intent_dataset,It is categorized under PROMOTION TOOLS.,ticket_memory,informational;product_category,it is categorized under promotion tools,high,intent_dataset,synthetic or source-backed conversation example
conv_116,1,customer,Is Daily Tea (250g) a food product?,chat,support_ticket,informational,product_category,en-IN,neutral,open,medium,intent_dataset,Is Daily Tea (250g) a food product?,ticket_memory,informational;product_category,is daily tea 250g a food product,high,intent_dataset,synthetic or source-backed conversation example
conv_116,2,agent,It is categorized under FOOD PRODUCTS.,chat,support_ticket,informational,product_category,en-IN,positive,resolved,medium,intent_dataset,It is categorized under FOOD PRODUCTS.,ticket_memory,informational;product_category,it is categorized under food products,high,intent_dataset,synthetic or source-backed conversation example
conv_117,1,customer,Tell me about Luxwash Handwash (250ml),chat,support_ticket,informational,product_discovery,en-IN,neutral,open,medium,intent_dataset,Tell me about Luxwash Handwash (250ml),ticket_memory,informational;product_discovery,tell me about luxwash handwash 250ml,high,intent_dataset,synthetic or source-backed conversation example
conv_117,2,agent,This is a premium product under Wild Muse.,chat,support_ticket,informational,product_discovery,en-IN,positive,resolved,medium,intent_dataset,This is a premium product under Wild Muse.,ticket_memory,informational;product_discovery,this is a premium product under wild muse,high,intent_dataset,synthetic or source-backed conversation example
conv_118,1,customer,How do I get a refund?,chat,support_ticket,policy,shipping_refund,en-IN,neutral,open,medium,intent_dataset,How do I get a refund?,ticket_memory,policy;shipping_refund,how do i get a refund,high,intent_dataset,synthetic or source-backed conversation example
conv_118,2,agent,Refunds for returned products are processed to the original bank account or payment method after inspection.,chat,support_ticket,policy,shipping_refund,en-IN,positive,resolved,medium,intent_dataset,Refunds for returned products are processed to the original bank account or payment method after inspection.,ticket_memory,policy;shipping_refund,refunds for returned products are processed to the,high,intent_dataset,synthetic or source-backed conversation example
conv_119,1,customer,Do you have JoyProtect (500ml)?,chat,support_ticket,transactional,availability,en-IN,neutral,open,medium,intent_dataset,Do you have JoyProtect (500ml)?,ticket_memory,transactional;availability,do you have joyprotect 500ml,high,intent_dataset,synthetic or source-backed conversation example
conv_119,2,agent,"Yes, JoyProtect (500ml) is available. Code: DJP1134",chat,support_ticket,transactional,availability,en-IN,positive,resolved,medium,intent_dataset,"Yes, JoyProtect (500ml) is available. Code: DJP1134",ticket_memory,transactional;availability,yes joyprotect 500ml is available code djp1134,high,intent_dataset,synthetic or source-backed conversation example
conv_120,1,customer,"I have Dry Eye, what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Dry Eye, what should I take?",ticket_memory,health-condition;consultation,i have dry eye what should i take,high,intent_dataset,synthetic or source-backed conversation example
conv_120,2,agent,"Dayjoy suggests EYE ELIXIR DROPS for Dry Eye. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests EYE ELIXIR DROPS for Dry Eye. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests eye elixir drops for dry eye,high,intent_dataset,synthetic or source-backed conversation example
conv_121,1,customer,Is Adicardial Syrup (500ml) a food product?,chat,support_ticket,informational,product_category,en-IN,neutral,open,medium,intent_dataset,Is Adicardial Syrup (500ml) a food product?,ticket_memory,informational;product_category,is adicardial syrup 500ml a food product,high,intent_dataset,synthetic or source-backed conversation example
conv_121,2,agent,It is categorized under HEALTH CARE.,chat,support_ticket,informational,product_category,en-IN,positive,resolved,medium,intent_dataset,It is categorized under HEALTH CARE.,ticket_memory,informational;product_category,it is categorized under health care,high,intent_dataset,synthetic or source-backed conversation example
conv_122,1,customer,How long is delivery?,chat,support_ticket,policy,shipping_refund,en-IN,neutral,open,medium,intent_dataset,How long is delivery?,ticket_memory,policy;shipping_refund,how long is delivery,high,intent_dataset,synthetic or source-backed conversation example
