intent_id,question,answer,intent_category,subcategory,product_name,product_code,sku,confidence,source_reference,notes,normalized_question,normalized_symptom,recommended_product,intent_bucket,approved_by
660,"I have Acne, Psoriasis, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE for Acne, Psoriasis. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have acne psoriasis,have acne psoriasis,,customer_safe_intent,
662,Do you have N-astheal (60 Tab)?,"Yes, N-astheal (60 Tab) is available. Code: DJP1097",transactional,availability,N-astheal (60 Tab),DJP1097,DJ-HEA-0098,high,Products Master,,do you have n astheal 60 tab,do you have n astheal 60 tab,N-astheal (60 Tab),customer_safe_intent,
663,Do you have Dayjoy Backpack Bag?,"Yes, Dayjoy Backpack Bag is available. Code: DJP1153",transactional,availability,Dayjoy Backpack Bag,DJP1153,DJ-PRO-0154,high,Products Master,,do you have dayjoy backpack bag,do you have dayjoy backpack bag,Dayjoy Backpack Bag,customer_safe_intent,
664,What is the MRP of AGRI PRO PACKAGE?,The MRP is ₹29076.0.,pricing,mrp,AGRI PRO PACKAGE,DJP1167,DJ-COM-0168,high,Price List,,mrp agri pro package,mrp agri pro package,AGRI PRO PACKAGE,customer_safe_intent,
666,Tell me about Arogya Churn (100g),This is a premium product under Curind.,informational,product_discovery,Arogya Churn (100g),DJP1078,DJ-HEA-0079,high,Products Master,,tell about arogya churn 100g,tell about arogya churn 100g,Arogya Churn (100g),customer_safe_intent,
667,Which product is good for Fever?,"Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,fever,fever,,customer_safe_intent,
669,"I have Allergic Conjunctivitis, what should I take?","Dayjoy suggests EYE ELIXIR DROPS for Allergic Conjunctivitis. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have allergic conjunctivitis,have allergic conjunctivitis,,customer_safe_intent,
671,What is the MRP of Nano Tech-50 (500ml)?,The MRP is ₹1499.0.,pricing,mrp,Nano Tech-50 (500ml),DJP1126,DJ-AGR-0127,high,Price List,,mrp nano tech 50 500ml,mrp nano tech 50 500ml,Nano Tech-50 (500ml),customer_safe_intent,
672,What is Dayjoy Business Planner Book (English)?,Dayjoy Business Planner Book (English) is a PROMOTION TOOLS product by Dayjoy.,informational,product_info,Dayjoy Business Planner Book (English),DJP1163,DJ-PRO-0164,high,Products Master,,dayjoy business planner book english,dayjoy business planner book english,Dayjoy Business Planner Book (English),customer_safe_intent,
674,"I have Memory loss, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE for Memory loss. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have memory loss,have memory loss,,customer_safe_intent,
675,What is the MRP of Himalayan Pink Salt Sprinkler (200g)?,The MRP is ₹75.0.,pricing,mrp,Himalayan Pink Salt Sprinkler (200g),DJP1012,DJ-FOO-0013,high,Price List,,mrp himalayan pink salt sprinkler 200g,mrp himalayan pink salt sprinkler 200g,Himalayan Pink Salt Sprinkler (200g),customer_safe_intent,
679,"I have Generalised Pain, what should I take?","Dayjoy suggests MULTI VITAMINS TABLETS for Generalised Pain. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have generalised pain,have generalised pain,,customer_safe_intent,
680,Tell me about Perfect-Ion Leaflets (Set of 25),This is a premium product under Dayjoy.,informational,product_discovery,Perfect-Ion Leaflets (Set of 25),DJP1142,DJ-AQU-0143,high,Products Master,,tell about perfect ion leaflets set 25,tell about perfect ion leaflets set 25,Perfect-Ion Leaflets (Set of 25),customer_safe_intent,
681,"I have Irritability, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Irritability. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have irritability,have irritability,,customer_safe_intent,
682,Does Dayjoy have GMP?,"Yes, Dayjoy operates under strict WHO-GMP compliance with a valid Certificate of GMP.",compliance,policy,,,,high,FSSAI / Social Media Policy / Income Disclaimer,,does dayjoy have gmp,does dayjoy have gmp,,customer_safe_intent,
683,"I have Blocked or stuffy (congested) nose causing difficulty breathing through nose, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Blocked or stuffy (congested) nose causing difficulty breathing through nose. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have blocked or stuffy congested nose causing difficulty breathing through nose,have blocked or stuffy congested nose causing difficulty breathing through nose,,customer_safe_intent,
688,Which product is good for Tears in the Eyes?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,tears eyes,tears eyes,,customer_safe_intent,
689,Is ELITE PACKAGE a food product?,It is categorized under COMBO PACKAGES.,informational,product_category,ELITE PACKAGE,DJP1166,DJ-COM-0167,high,Products Master,,elite package food,elite package food,ELITE PACKAGE,customer_safe_intent,
690,"I have Difficult in healing physical injuries, what should I take?","Dayjoy suggests MULTI VITAMINS TABLETS for Difficult in healing physical injuries. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have difficult healing physical injuries,have difficult healing physical injuries,,customer_safe_intent,
691,What is the MRP of JoySpread 80+ Gold (100ml)?,The MRP is ₹249.0.,pricing,mrp,JoySpread 80+ Gold (100ml),DJP1132,DJ-AGR-0133,high,Price List,,mrp joyspread 80 gold 100ml,mrp joyspread 80 gold 100ml,JoySpread 80+ Gold (100ml),customer_safe_intent,
694,What is Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml)?,Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml) is a HEALTH CARE product by Dayjoy.,informational,product_info,Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),DJP1080,DJ-HEA-0081,high,Products Master,,golden elixir nano curcumin drops pack 2 bottles each 25ml,golden elixir nano curcumin drops pack 2 bottles each 25ml,Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),customer_safe_intent,
695,Tell me about Chaat Masala (100g),This is a premium product under Aayushmaan / YumDum / Total Joy.,informational,product_discovery,Chaat Masala (100g),DJP1001,DJ-FOO-0002,high,Products Master,,tell about chaat masala 100g,tell about chaat masala 100g,Chaat Masala (100g),customer_safe_intent,
696,What is GoPiles (60 Tab)?,GoPiles (60 Tab) is a HEALTH CARE product by Dayjoy.,informational,product_info,GoPiles (60 Tab),DJP1083,DJ-HEA-0084,high,Products Master,,gopiles 60 tab,gopiles 60 tab,GoPiles (60 Tab),customer_safe_intent,
697,Tell me about JoyProtect (500ml),This is a premium product under HappyGrow.,informational,product_discovery,JoyProtect (500ml),DJP1134,DJ-AGR-0135,high,Products Master,,tell about joyprotect 500ml,tell about joyprotect 500ml,JoyProtect (500ml),customer_safe_intent,
698,What is the MRP of Hydra Max Moisturizer (50gm)?,The MRP is ₹449.0.,pricing,mrp,Hydra Max Moisturizer (50gm),DJP1060,DJ-SKI-0061,high,Price List,,mrp hydra max moisturizer 50gm,mrp hydra max moisturizer 50gm,Hydra Max Moisturizer (50gm),customer_safe_intent,
699,Tell me about Neem & Tulsi Herbal Soap (100g) (Pack of 3),This is a premium product under Wild Muse.,informational,product_discovery,Neem & Tulsi Herbal Soap (100g) (Pack of 3),DJP1040,DJ-PER-0041,high,Products Master,,tell about neem tulsi herbal soap 100g pack 3,tell about neem tulsi herbal soap 100g pack 3,Neem & Tulsi Herbal Soap (100g) (Pack of 3),customer_safe_intent,
700,What is Nano Tech-46 (500ml)?,Nano Tech-46 (500ml) is a AGRICULTURE & VETERINARY product by Dayjoy.,informational,product_info,Nano Tech-46 (500ml),DJP1125,DJ-AGR-0126,high,Products Master,,nano tech 46 500ml,nano tech 46 500ml,Nano Tech-46 (500ml),customer_safe_intent,
703,Are Luxury Saffron Soap (100g) and Orthofix Oil (100ml) the same?,"No, Luxury Saffron Soap (100g) is in PERSONAL CARE while Orthofix Oil (100ml) is in HEALTH CARE.",comparison,category_difference,,,,high,Products Master,,luxury saffron soap 100g and orthofix oil 100ml same,luxury saffron soap 100g and orthofix oil 100ml same,,customer_safe_intent,
707,Do you have Gas-O-Free (500ml)?,"Yes, Gas-O-Free (500ml) is available. Code: DJP1082",transactional,availability,Gas-O-Free (500ml),DJP1082,DJ-HEA-0083,high,Products Master,,do you have gas o free 500ml,do you have gas o free 500ml,Gas-O-Free (500ml),customer_safe_intent,
708,Is Multivitamins Tablets a food product?,It is categorized under HEALTH CARE.,informational,product_category,Multivitamins Tablets,DJP1094,DJ-HEA-0095,high,Products Master,,multivitamins tablets food,multivitamins tablets food,Multivitamins Tablets,customer_safe_intent,
710,Is Di-beat (60 Tab) a food product?,It is categorized under HEALTH CARE.,informational,product_category,Di-beat (60 Tab),DJP1079,DJ-HEA-0080,high,Products Master,,di beat 60 tab food,di beat 60 tab food,Di-beat (60 Tab),customer_safe_intent,
715,"I have Skin Allergies, what should I take?","Dayjoy suggests HIENERGY TABLETS for Skin Allergies. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have skin allergies,have skin allergies,,customer_safe_intent,
718,Is Asthprash (300 grams) a food product?,It is categorized under HEALTH CARE.,informational,product_category,Asthprash (300 grams),DJP1065,DJ-HEA-0066,high,Products Master,,asthprash 300 grams food,asthprash 300 grams food,Asthprash (300 grams),customer_safe_intent,
719,Tell me about Liv-Ease (200ml),This is a premium product under Curind.,informational,product_discovery,Liv-Ease (200ml),DJP1092,DJ-HEA-0093,high,Products Master,,tell about liv ease 200ml,tell about liv ease 200ml,Liv-Ease (200ml),customer_safe_intent,
720,Tell me about Haldi Powder (200g),This is a premium product under Aayushmaan / YumDum / Total Joy.,informational,product_discovery,Haldi Powder (200g),DJP1010,DJ-FOO-0011,high,Products Master,,tell about haldi powder 200g,tell about haldi powder 200g,Haldi Powder (200g),customer_safe_intent,
723,Do you have Dayjoy Diary?,"Yes, Dayjoy Diary is available. Code: DJP1146",transactional,availability,Dayjoy Diary,DJP1146,DJ-PRO-0147,high,Products Master,,do you have dayjoy diary,do you have dayjoy diary,Dayjoy Diary,customer_safe_intent,
725,"I have Strain in the Eyes, what should I take?","Dayjoy suggests EYE ELIXIR DROPS for Strain in the Eyes. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have strain eyes,have strain eyes,,customer_safe_intent,
726,Do you have Adicardial (120 Tab)?,"Yes, Adicardial (120 Tab) is available. Code: DJP1066",transactional,availability,Adicardial (120 Tab),DJP1066,DJ-HEA-0067,high,Products Master,,do you have adicardial 120 tab,do you have adicardial 120 tab,Adicardial (120 Tab),customer_safe_intent,
729,Which product is good for Eye Floaters?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,eye floaters,eye floaters,,customer_safe_intent,
730,Tell me about Sanitary Pad (XL) (Pack of 10),This is a premium product under Wild Muse.,informational,product_discovery,Sanitary Pad (XL) (Pack of 10),DJP1043,DJ-PER-0044,high,Products Master,,tell about sanitary pad xl pack 10,tell about sanitary pad xl pack 10,Sanitary Pad (XL) (Pack of 10),customer_safe_intent,
731,Tell me about Deep Cleansing Facewash (60ml),This is a premium product under Wild Muse.,informational,product_discovery,Deep Cleansing Facewash (60ml),DJP1053,DJ-PER-0054,high,Products Master,,tell about deep cleansing facewash 60ml,tell about deep cleansing facewash 60ml,Deep Cleansing Facewash (60ml),customer_safe_intent,
732,"I have Reduced sense of smell and taste, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Reduced sense of smell and taste. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have reduced sense smell and taste,have reduced sense smell and taste,,customer_safe_intent,
733,Is Dayjoy Diary a food product?,It is categorized under PROMOTION TOOLS.,informational,product_category,Dayjoy Diary,DJP1146,DJ-PRO-0147,high,Products Master,,dayjoy diary food,dayjoy diary food,Dayjoy Diary,customer_safe_intent,
737,Which product is good for Decreased Appetite?,"Based on Dayjoy recommendations, you may consider ADILIV TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,decreased appetite,decreased appetite,,customer_safe_intent,
739,Tell me about New Dayjoy Product Brochure (English),This is a premium product under Dayjoy.,informational,product_discovery,New Dayjoy Product Brochure (English),DJP1155,DJ-PRO-0156,high,Products Master,,tell about new dayjoy brochure english,tell about new dayjoy brochure english,New Dayjoy Product Brochure (English),customer_safe_intent,
740,Which product is good for Waking up too early?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,waking up too early,waking up too early,,customer_safe_intent,
741,What is the MRP of Prosperous+ Tablets?,The MRP is ₹1049.0.,pricing,mrp,Prosperous+ Tablets,DJP1129,DJ-AGR-0130,high,Price List,,mrp prosperous tablets,mrp prosperous tablets,Prosperous+ Tablets,customer_safe_intent,
742,Which product is good for Erectile Dysfunction?,"Based on Dayjoy recommendations, you may consider ADILAFORTE TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,erectile dysfunction,erectile dysfunction,,customer_safe_intent,
745,Do you have Dayjoy Business Planner Book (Hindi)?,"Yes, Dayjoy Business Planner Book (Hindi) is available. Code: DJP1162",transactional,availability,Dayjoy Business Planner Book (Hindi),DJP1162,DJ-PRO-0163,high,Products Master,,do you have dayjoy business planner book hindi,do you have dayjoy business planner book hindi,Dayjoy Business Planner Book (Hindi),customer_safe_intent,
746,What is the MRP of ELITE PACKAGE?,The MRP is ₹28286.0.,pricing,mrp,ELITE PACKAGE,DJP1166,DJ-COM-0167,high,Price List,,mrp elite package,mrp elite package,ELITE PACKAGE,customer_safe_intent,
747,"I have Heat intolerance, what should I take?","Dayjoy suggests ADICARDIAL TABLET for Heat intolerance. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have heat intolerance,have heat intolerance,,customer_safe_intent,
748,Do you have N-SF 10.5 Mineraliser?,"Yes, N-SF 10.5 Mineraliser is available. Code: DJP1145",transactional,availability,N-SF 10.5 Mineraliser,DJP1145,DJ-AQU-0146,high,Products Master,,do you have n sf 10 5 mineraliser,do you have n sf 10 5 mineraliser,N-SF 10.5 Mineraliser,customer_safe_intent,
749,Do you have Arogya Churn (100g)?,"Yes, Arogya Churn (100g) is available. Code: DJP1078",transactional,availability,Arogya Churn (100g),DJP1078,DJ-HEA-0079,high,Products Master,,do you have arogya churn 100g,do you have arogya churn 100g,Arogya Churn (100g),customer_safe_intent,
757,"I have Hand tremor, what should I take?","Dayjoy suggests ADICARDIAL TABLET for Hand tremor. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have hand tremor,have hand tremor,,customer_safe_intent,
