intent_id,question,answer,intent_category,subcategory,product_name,product_code,sku,confidence,source_reference,notes,normalized_question,normalized_symptom,recommended_product,intent_bucket,approved_by,governance_reviewed,entities,required_tool,answer_source
595,What is the MRP of Seabuckthron Facial Fluid (10ml)?,The MRP is ₹225.0.,pricing,mrp,Seabuckthron Facial Fluid (10ml),DJP1051,DJ-PER-0052,high,Price List,,mrp seabuckthron facial fluid 10ml,mrp seabuckthron facial fluid 10ml,Seabuckthron Facial Fluid (10ml),customer_safe_intent,,False,product_name=Seabuckthron Facial Fluid (10ml); product_code=DJP1051; sku=DJ-PER-0052; recommended_product=Seabuckthron Facial Fluid (10ml),pricing_database,canonical_pricing
597,How much BV for Aloevera with Guava Juice (1L)?,The Business Volume (BV) is 285.0.,pricing,bv,Aloevera with Guava Juice (1L),DJP1073,DJ-HEA-0074,high,Price List,,how much bv aloevera guava juice 1l,how much bv aloevera guava juice 1l,Aloevera with Guava Juice (1L),internal_distributor_intent,,False,product_name=Aloevera with Guava Juice (1L); product_code=DJP1073; sku=DJ-HEA-0074; recommended_product=Aloevera with Guava Juice (1L),pricing_database,canonical_pricing
599,What is the MRP of Haldi Powder (200g)?,The MRP is ₹135.0.,pricing,mrp,Haldi Powder (200g),DJP1010,DJ-FOO-0011,high,Price List,,mrp haldi powder 200g,mrp haldi powder 200g,Haldi Powder (200g),customer_safe_intent,,False,product_name=Haldi Powder (200g); product_code=DJP1010; sku=DJ-FOO-0011; recommended_product=Haldi Powder (200g),pricing_database,canonical_pricing
601,What is the MRP of Total Joy Rice Bran Oil (2 Litre)?,The MRP is ₹599.0.,pricing,mrp,Total Joy Rice Bran Oil (2 Litre),DJP1022,DJ-FOO-0023,high,Price List,,mrp total joy rice bran oil 2 litre,mrp total joy rice bran oil 2 litre,Total Joy Rice Bran Oil (2 Litre),customer_safe_intent,,False,product_name=Total Joy Rice Bran Oil (2 Litre); product_code=DJP1022; sku=DJ-FOO-0023; recommended_product=Total Joy Rice Bran Oil (2 Litre),pricing_database,canonical_pricing
602,Do you have Perfect-Ion Testing Solutions?,"Yes, Perfect-Ion Testing Solutions is available. Code: DJP1141",transactional,availability,Perfect-Ion Testing Solutions,DJP1141,DJ-AQU-0142,high,Products Master,,do you have perfect ion testing solutions,do you have perfect ion testing solutions,Perfect-Ion Testing Solutions,customer_safe_intent,,False,product_name=Perfect-Ion Testing Solutions; product_code=DJP1141; sku=DJ-AQU-0142; recommended_product=Perfect-Ion Testing Solutions,product_database,canonical_product
603,Which product is good for Runny nose?,"Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,runny nose,runny nose,,customer_safe_intent,,False,symptom=runny nose,rag_retrieval,rag_chunk
604,What is the MRP of Mirchi Powder (500g)?,The MRP is ₹335.0.,pricing,mrp,Mirchi Powder (500g),DJP1018,DJ-FOO-0019,high,Price List,,mrp mirchi powder 500g,mrp mirchi powder 500g,Mirchi Powder (500g),customer_safe_intent,,False,product_name=Mirchi Powder (500g); product_code=DJP1018; sku=DJ-FOO-0019; recommended_product=Mirchi Powder (500g),pricing_database,canonical_pricing
607,What is Dishwash Liquid Gel (500ml)?,Dishwash Liquid Gel (500ml) is a HOME CARE product by Dayjoy.,informational,product_info,Dishwash Liquid Gel (500ml),DJP1115,DJ-HOM-0116,high,Products Master,,dishwash liquid gel 500ml,dishwash liquid gel 500ml,Dishwash Liquid Gel (500ml),customer_safe_intent,,False,product_name=Dishwash Liquid Gel (500ml); product_code=DJP1115; sku=DJ-HOM-0116; recommended_product=Dishwash Liquid Gel (500ml),product_database,canonical_product
609,Tell me about Ample Meal - Meal Replacement Nutritional Shake (500g),This is a premium product under Curind.,informational,product_discovery,Ample Meal - Meal Replacement Nutritional Shake (500g),DJP1109,DJ-HEA-0110,high,Products Master,,tell about ample meal meal replacement nutritional shake 500g,tell about ample meal meal replacement nutritional shake 500g,Ample Meal - Meal Replacement Nutritional Shake (500g),customer_safe_intent,,False,product_name=Ample Meal - Meal Replacement Nutritional Shake (500g); product_code=DJP1109; sku=DJ-HEA-0110; recommended_product=Ample Meal - Meal Replacement Nutritional Shake (500g),product_database,canonical_product
610,Which product is good for Abnormal Heart Rhythms?,"Based on Dayjoy recommendations, you may consider ADILIPO TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,abnormal heart rhythms,abnormal heart rhythms,,customer_safe_intent,,False,symptom=abnormal heart rhythms,rag_retrieval,rag_chunk
611,"I have Depression or anxiety, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE for Depression or anxiety. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have depression or anxiety,have depression or anxiety,,customer_safe_intent_approved,Dayjoy approved,True,symptom=have depression or anxiety,rag_retrieval,rag_chunk
612,What is Premium Tulsi Max (30ml)?,Premium Tulsi Max (30ml) is a HEALTH CARE product by Dayjoy.,informational,product_info,Premium Tulsi Max (30ml),DJP1106,DJ-HEA-0107,high,Products Master,,premium tulsi max 30ml,premium tulsi max 30ml,Premium Tulsi Max (30ml),customer_safe_intent,,False,product_name=Premium Tulsi Max (30ml); product_code=DJP1106; sku=DJ-HEA-0107; recommended_product=Premium Tulsi Max (30ml),product_database,canonical_product
613,Which product is good for Hair loss?,"Based on Dayjoy recommendations, you may consider ADICARDIAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,hair loss,hair loss,,customer_safe_intent,,False,symptom=hair loss,rag_retrieval,rag_chunk
615,What is Apple Cider Vinegar (3X20 Tablets)?,Apple Cider Vinegar (3X20 Tablets) is a HEALTH CARE product by Dayjoy.,informational,product_info,Apple Cider Vinegar (3X20 Tablets),DJP1113,DJ-HEA-0114,high,Products Master,,apple cider vinegar 3x20 tablets,apple cider vinegar 3x20 tablets,Apple Cider Vinegar (3X20 Tablets),customer_safe_intent,,False,product_name=Apple Cider Vinegar (3X20 Tablets); product_code=DJP1113; sku=DJ-HEA-0114; recommended_product=Apple Cider Vinegar (3X20 Tablets),product_database,canonical_product
617,"I have Bright Red Blood in Stools an Itchy Anus, what should I take?","Dayjoy suggests GO PILES TABLETS for Bright Red Blood in Stools an Itchy Anus. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have bright red blood stools itchy anus,have bright red blood stools itchy anus,,customer_safe_intent,,False,symptom=have bright red blood stools itchy anus,rag_retrieval,rag_chunk
618,What is Amara Beauty Kajal?,Amara Beauty Kajal is a COLOR COSMETICS product by Dayjoy.,informational,product_info,Amara Beauty Kajal,DJP1063,DJ-COL-0064,high,Products Master,,amara beauty kajal,amara beauty kajal,Amara Beauty Kajal,customer_safe_intent,,False,product_name=Amara Beauty Kajal; product_code=DJP1063; sku=DJ-COL-0064; recommended_product=Amara Beauty Kajal,product_database,canonical_product
619,Are STANDARD PACKAGE and Dhaniya Powder (25g) the same?,"No, STANDARD PACKAGE is in COMBO PACKAGES while Dhaniya Powder (25g) is in FOOD PRODUCTS.",comparison,category_difference,,,,high,Products Master,,standard package and dhaniya powder 25g same,standard package and dhaniya powder 25g same,,customer_safe_intent,,False,,product_database,canonical_product
621,Which product is good for Difficulty in Breathing?,"Based on Dayjoy recommendations, you may consider AMPLE MEAL. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,difficulty breathing,difficulty breathing,,customer_safe_intent,,False,symptom=difficulty breathing,rag_retrieval,rag_chunk
624,"I have Blurred Vision, what should I take?","Dayjoy suggests DIBEAT TABLETS for Blurred Vision. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have blurred vision,have blurred vision,,customer_safe_intent,,False,symptom=have blurred vision,rag_retrieval,rag_chunk
625,How much is in one pack of Gas-O-Free (500ml)?,The pack size is 500ml.,informational,pack_size,Gas-O-Free (500ml),DJP1082,DJ-HEA-0083,high,Products Master,,how much one pack gas o free 500ml,how much one pack gas o free 500ml,Gas-O-Free (500ml),internal_distributor_intent,,False,product_name=Gas-O-Free (500ml); product_code=DJP1082; sku=DJ-HEA-0083; recommended_product=Gas-O-Free (500ml),product_database,canonical_product
626,How much BV for Haldi Chandan Facewash (60ml)?,The Business Volume (BV) is 18.0.,pricing,bv,Haldi Chandan Facewash (60ml),DJP1056,DJ-PER-0057,high,Price List,,how much bv haldi chandan facewash 60ml,how much bv haldi chandan facewash 60ml,Haldi Chandan Facewash (60ml),internal_distributor_intent,,False,product_name=Haldi Chandan Facewash (60ml); product_code=DJP1056; sku=DJ-PER-0057; recommended_product=Haldi Chandan Facewash (60ml),pricing_database,canonical_pricing
628,How much is in one pack of STANDARD PACKAGE?,The pack size is nan.,informational,pack_size,STANDARD PACKAGE,DJP1164,DJ-COM-0165,high,Products Master,,how much one pack standard package,how much one pack standard package,STANDARD PACKAGE,internal_distributor_intent,,False,product_name=STANDARD PACKAGE; product_code=DJP1164; sku=DJ-COM-0165; recommended_product=STANDARD PACKAGE,product_database,canonical_product
630,How much BV for Prosperous+ Tablets?,The Business Volume (BV) is 310.0.,pricing,bv,Prosperous+ Tablets,DJP1129,DJ-AGR-0130,high,Price List,,how much bv prosperous tablets,how much bv prosperous tablets,Prosperous+ Tablets,internal_distributor_intent,,False,product_name=Prosperous+ Tablets; product_code=DJP1129; sku=DJ-AGR-0130; recommended_product=Prosperous+ Tablets,pricing_database,canonical_pricing
633,DP of DJP1023,The Distributor Price (DP) is ₹135.0.,pricing,dp,Veg Biryani with Shahi Gravy,DJP1023,DJ-FOO-0024,high,Price List,,dp djp1023,dp djp1023,Veg Biryani with Shahi Gravy,internal_distributor_intent,,False,product_name=Veg Biryani with Shahi Gravy; product_code=DJP1023; sku=DJ-FOO-0024; recommended_product=Veg Biryani with Shahi Gravy,pricing_database,canonical_pricing
636,Is Haldi Powder (200g) a food product?,It is categorized under FOOD PRODUCTS.,informational,product_category,Haldi Powder (200g),DJP1010,DJ-FOO-0011,high,Products Master,,haldi powder 200g food,haldi powder 200g food,Haldi Powder (200g),customer_safe_intent,,False,product_name=Haldi Powder (200g); product_code=DJP1010; sku=DJ-FOO-0011; recommended_product=Haldi Powder (200g),product_database,canonical_product
638,Is Deep Cleansing Face Wash (100ml) a food product?,It is categorized under PERSONAL CARE.,informational,product_category,Deep Cleansing Face Wash (100ml),DJP1052,DJ-PER-0053,high,Products Master,,deep cleansing face wash 100ml food,deep cleansing face wash 100ml food,Deep Cleansing Face Wash (100ml),customer_safe_intent,,False,product_name=Deep Cleansing Face Wash (100ml); product_code=DJP1052; sku=DJ-PER-0053; recommended_product=Deep Cleansing Face Wash (100ml),product_database,canonical_product
640,"I have Sleeplessness, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE for Sleeplessness. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have sleeplessness,have sleeplessness,,customer_safe_intent,,False,symptom=have sleeplessness,rag_retrieval,rag_chunk
641,Do you have Joy-O-Zyme (500ml)?,"Yes, Joy-O-Zyme (500ml) is available. Code: DJP1130",transactional,availability,Joy-O-Zyme (500ml),DJP1130,DJ-AGR-0131,high,Products Master,,do you have joy o zyme 500ml,do you have joy o zyme 500ml,Joy-O-Zyme (500ml),customer_safe_intent,,False,product_name=Joy-O-Zyme (500ml); product_code=DJP1130; sku=DJ-AGR-0131; recommended_product=Joy-O-Zyme (500ml),product_database,canonical_product
643,How much is in one pack of Dayjoy Bike Sticker?,The pack size is nan.,informational,pack_size,Dayjoy Bike Sticker,DJP1150,DJ-PRO-0151,high,Products Master,,how much one pack dayjoy bike sticker,how much one pack dayjoy bike sticker,Dayjoy Bike Sticker,internal_distributor_intent,,False,product_name=Dayjoy Bike Sticker; product_code=DJP1150; sku=DJ-PRO-0151; recommended_product=Dayjoy Bike Sticker,product_database,canonical_product
645,What is English One-Page Compensation Plan (Set of 25 Leaflets)?,English One-Page Compensation Plan (Set of 25 Leaflets) is a PROMOTION TOOLS product by Dayjoy.,informational,product_info,English One-Page Compensation Plan (Set of 25 Leaflets),DJP1159,DJ-PRO-0160,high,Products Master,,english one page compensation plan set 25 leaflets,english one page compensation plan set 25 leaflets,English One-Page Compensation Plan (Set of 25 Leaflets),customer_safe_intent,,False,product_name=English One-Page Compensation Plan (Set of 25 Leaflets); product_code=DJP1159; sku=DJ-PRO-0160; recommended_product=English One-Page Compensation Plan (Set of 25 Leaflets),product_database,canonical_product
646,What is Amara Beauty Eyeliner?,Amara Beauty Eyeliner is a COLOR COSMETICS product by Dayjoy.,informational,product_info,Amara Beauty Eyeliner,DJP1064,DJ-COL-0065,high,Products Master,,amara beauty eyeliner,amara beauty eyeliner,Amara Beauty Eyeliner,customer_safe_intent,,False,product_name=Amara Beauty Eyeliner; product_code=DJP1064; sku=DJ-COL-0065; recommended_product=Amara Beauty Eyeliner,product_database,canonical_product
648,What is Total Joy Rice Bran Oil (2 Litre)?,Total Joy Rice Bran Oil (2 Litre) is a FOOD PRODUCTS product by Dayjoy.,informational,product_info,Total Joy Rice Bran Oil (2 Litre),DJP1022,DJ-FOO-0023,high,Products Master,,total joy rice bran oil 2 litre,total joy rice bran oil 2 litre,Total Joy Rice Bran Oil (2 Litre),customer_safe_intent,,False,product_name=Total Joy Rice Bran Oil (2 Litre); product_code=DJP1022; sku=DJ-FOO-0023; recommended_product=Total Joy Rice Bran Oil (2 Litre),product_database,canonical_product
650,Do you have Dhaniya Powder (500g)?,"Yes, Dhaniya Powder (500g) is available. Code: DJP1007",transactional,availability,Dhaniya Powder (500g),DJP1007,DJ-FOO-0008,high,Products Master,,do you have dhaniya powder 500g,do you have dhaniya powder 500g,Dhaniya Powder (500g),customer_safe_intent,,False,product_name=Dhaniya Powder (500g); product_code=DJP1007; sku=DJ-FOO-0008; recommended_product=Dhaniya Powder (500g),product_database,canonical_product
653,Tell me about New Total Joy Rice Bran Oil (1 Litre),This is a premium product under Total Joy.,informational,product_discovery,New Total Joy Rice Bran Oil (1 Litre),DJP1021,DJ-FOO-0022,high,Products Master,,tell about new total joy rice bran oil 1 litre,tell about new total joy rice bran oil 1 litre,New Total Joy Rice Bran Oil (1 Litre),customer_safe_intent,,False,product_name=New Total Joy Rice Bran Oil (1 Litre); product_code=DJP1021; sku=DJ-FOO-0022; recommended_product=New Total Joy Rice Bran Oil (1 Litre),product_database,canonical_product
654,What is the MRP of Aloevera with Guava Juice (1L)?,The MRP is ₹1499.0.,pricing,mrp,Aloevera with Guava Juice (1L),DJP1073,DJ-HEA-0074,high,Price List,,mrp aloevera guava juice 1l,mrp aloevera guava juice 1l,Aloevera with Guava Juice (1L),customer_safe_intent,,False,product_name=Aloevera with Guava Juice (1L); product_code=DJP1073; sku=DJ-HEA-0074; recommended_product=Aloevera with Guava Juice (1L),pricing_database,canonical_pricing
655,Do you have Seabuckthron Massage Cream (30g)?,"Yes, Seabuckthron Massage Cream (30g) is available. Code: DJP1049",transactional,availability,Seabuckthron Massage Cream (30g),DJP1049,DJ-PER-0050,high,Products Master,,do you have seabuckthron massage cream 30g,do you have seabuckthron massage cream 30g,Seabuckthron Massage Cream (30g),customer_safe_intent,,False,product_name=Seabuckthron Massage Cream (30g); product_code=DJP1049; sku=DJ-PER-0050; recommended_product=Seabuckthron Massage Cream (30g),product_database,canonical_product
657,Do you have Eye Health++ (60 Capsules)?,"Yes, Eye Health++ (60 Capsules) is available. Code: DJP1087",transactional,availability,Eye Health++ (60 Capsules),DJP1087,DJ-HEA-0088,high,Products Master,,do you have eye health 60 capsules,do you have eye health 60 capsules,Eye Health++ (60 Capsules),customer_safe_intent,,False,product_name=Eye Health++ (60 Capsules); product_code=DJP1087; sku=DJ-HEA-0088; recommended_product=Eye Health++ (60 Capsules),product_database,canonical_product
